"","Date","count","OwnerOccupancyRate","HousingUnits","HouseholdMedianIncome","PercentVacant","Population","PercentWhiteNH","PercentAA","PercentAsian","PercentHispanic","UnemploymentRate","medianAge","percentCollegeEducated","ZIP","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","ZHVI1bed","ZHVI2bed","ZHVI3bed","ZHVI4bed","ZHVI5bed","MORTGAGE30US","ABNBConcentration"
"1",2021-10-01,208,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,1,0,0,239782.955460325,444895.396265953,980557.056927418,1679775.83904448,3658177.49163451,3.01,1.64609053497942
"2",2021-11-01,222,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,0,1,0,243257.65180209,452500.809628543,1002139.08228103,1719261.0014926,3741753.67549238,3.14,1.75688509021842
"3",2021-12-01,238,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,0,0,1,247151.29887788,461053.4288971,1026846.6306588,1766782.70560231,3839467.2281436,3.1,1.88350743906299
"4",2022-01-01,255,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",1,0,0,0,0,0,0,0,0,0,0,0,251523.878082956,470369.950590525,1053527.82259398,1818337.86377963,3943448.97780861,3.11,2.01804368471035
"5",2022-02-01,269,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,1,0,0,0,0,0,0,0,0,0,0,257092.646785913,480419.628038158,1086505.26475256,1884796.9878118,4074367.57389728,3.55,2.12883823994935
"6",2022-03-01,285,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,1,0,0,0,0,0,0,0,0,0,263363.483909875,490086.888176134,1122802.94021895,1961588.27742756,4227838.58507271,3.89,2.25546058879392
"7",2022-04-01,301,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,1,0,0,0,0,0,0,0,0,271221.062727818,501752.601785593,1166292.77513666,2049964.25537367,4400994.4612499,4.67,2.38208293763849
"8",2022-05-01,316,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,1,0,0,0,0,0,0,0,279590.241297195,515743.341897431,1212103.61883137,2139614.36292203,4576641.92940765,5.1,2.50079138968028
"9",2022-06-01,335,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,1,0,0,0,0,0,0,287599.936950213,530796.788099355,1254622.68686729,2218633.41624652,4714733.57440668,5.1,2.65115542893321
"10",2022-07-01,365,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,1,0,0,0,0,0,295041.782124449,544796.758389433,1292360.42035954,2289401.53877449,4833661.79262384,5.7,2.88857233301678
"11",2022-08-01,368,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,1,0,0,0,0,300522.209544373,554488.273859696,1314592.31938631,2332313.12799549,4896060.24069752,5.3,2.91231402342513
"12",2022-09-01,365,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,1,0,0,0,304319.938143613,559711.341073999,1322688.06678082,2350074.81243181,4925042.27756516,5.66,2.88857233301678
"13",2022-10-01,364,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,1,0,0,306240.980890781,561006.1848904,1313794.36726148,2336690.59690806,4895765.10753629,6.7,2.88065843621399
"14",2022-11-01,347,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,0,1,0,308196.49276021,562543.185544683,1305570.35555213,2320039.80720415,4865931.60416989,7.08,2.74612219056663
"15",2022-12-01,331,39.7,12636,104436,27.4295663184552,16261,62.7,8.1,2.4,16.4,1.6,42.6,59.9,"33301",0,0,0,0,0,0,0,0,0,0,0,1,311332.598974341,565050.476988871,1301213.53319422,2308009.65367662,4842509.16176024,6.49,2.61949984172206
"16",2021-10-01,578,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,1,0,0,219406.23590954,434551.601291097,706190.432309754,1000325.15447383,2179746.27308252,3.01,4.55728140029961
"17",2021-11-01,591,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,0,1,0,224287.514321512,440937.378545079,721036.355399431,1019322.56004461,2245074.86463326,3.14,4.65978080895687
"18",2021-12-01,610,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,0,0,1,229166.579293832,448065.756622035,737464.683125623,1043806.62366956,2315350.06228386,3.1,4.8095876369944
"19",2022-01-01,644,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",1,0,0,0,0,0,0,0,0,0,0,0,234183.917582877,456453.165852758,754926.802905878,1070493.39224366,2383064.54976224,3.11,5.07766301348261
"20",2022-02-01,684,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,1,0,0,0,0,0,0,0,0,0,0,239845.642740961,467517.938805858,776100.365673634,1105849.87733963,2465720.80004487,3.55,5.3930458093511
"21",2022-03-01,719,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,1,0,0,0,0,0,0,0,0,0,245494.686778098,479692.561178716,799953.551125371,1147269.49447104,2556515.28032664,3.89,5.66900575573602
"22",2022-04-01,749,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,1,0,0,0,0,0,0,0,0,251825.942788004,494184.437610105,827801.996237002,1196274.77238915,2659181.2524863,4.67,5.90554285263739
"23",2022-05-01,774,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,1,0,0,0,0,0,0,0,259011.628937089,509062.469739253,856505.359644847,1246936.87535274,2768036.102656,5.1,6.10265710005519
"24",2022-06-01,798,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,1,0,0,0,0,0,0,266678.341233275,523026.489782537,882078.175283485,1292170.24182212,2865848.32132224,5.1,6.29188677757628
"25",2022-07-01,819,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,1,0,0,0,0,0,274486.403012511,535248.79742878,905071.574450537,1336406.92494229,2969549.34956046,5.7,6.45746274540724
"26",2022-08-01,828,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,1,0,0,0,0,280153.035705084,543169.436203151,917618.445542905,1364482.10780187,3035497.92232231,5.3,6.52842387447765
"27",2022-09-01,830,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,1,0,0,0,283140.801220794,546594.626969625,920951.605859294,1377106.58600305,3067381.57706202,5.66,6.54419301427107
"28",2022-10-01,849,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,1,0,0,284568.759569597,546585.188268214,914575.445331168,1368933.33075348,3050183.50216112,6.7,6.6939998423086
"29",2022-11-01,827,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,0,1,0,286197.589136294,547148.557195044,910373.791923403,1360073.49184387,3038671.60187458,7.08,6.52053930458094
"30",2022-12-01,795,38.2,12683,69343,24.8600488843334,18085,49.3,16.4,1.2,17.7,4.8,45.3,51.5,"33304",0,0,0,0,0,0,0,0,0,0,0,1,289330.344734708,550349.451556901,909864.868266171,1355951.79405464,3037425.56902884,6.49,6.26823306788615
"31",2021-10-01,239,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,1,0,0,168524.804532668,421216.731772684,781492.060034133,1268630.85829263,2193102.56253918,3.01,2.96342219466832
"32",2021-11-01,252,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,0,1,0,174170.740949585,426503.760911067,793591.086167537,1301975.78773115,2256121.40542247,3.14,3.12461252324861
"33",2021-12-01,274,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,0,0,1,178956.310537194,433862.359801601,809247.410854712,1340298.88456854,2337890.65977519,3.1,3.39739615623063
"34",2022-01-01,288,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",1,0,0,0,0,0,0,0,0,0,0,0,183217.131742664,442747.833668484,827933.177222324,1382017.67784932,2423840.33847414,3.11,3.57098574085555
"35",2022-02-01,307,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,1,0,0,0,0,0,0,0,0,0,0,187710.194732309,452811.1845368,853865.653298495,1435020.50844202,2516932.53172668,3.55,3.80657160570366
"36",2022-03-01,329,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,1,0,0,0,0,0,0,0,0,0,192072.691123816,462370.027719777,883202.36494572,1495738.95799557,2604965.69851135,3.89,4.07935523868568
"37",2022-04-01,343,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,1,0,0,0,0,0,0,0,0,196829.207675447,473009.395749961,919959.326247275,1569914.24625599,2699803.5396852,4.67,4.2529448233106
"38",2022-05-01,359,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,1,0,0,0,0,0,0,0,201917.188183491,484464.634965848,957171.671094476,1649110.1946771,2811759.43302012,5.1,4.4513329200248
"39",2022-06-01,368,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,1,0,0,0,0,0,0,207502.78460912,495698.578137265,992207.110103503,1724284.7744941,2923099.12893474,5.1,4.56292622442653
"40",2022-07-01,390,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,1,0,0,0,0,0,213566.923530562,505788.791048838,1021541.34362652,1794464.04655865,3037000.81856598,5.7,4.83570985740856
"41",2022-08-01,403,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,1,0,0,0,0,218032.705626385,511677.373933839,1038174.52034455,1839540.85154666,3104310.00445127,5.3,4.99690018598884
"42",2022-09-01,410,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,1,0,0,0,220096.359111287,512971.193904256,1042058.78677025,1858457.51922632,3130500.59475009,5.66,5.0836949783013
"43",2022-10-01,416,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,1,0,0,220253.776650339,510100.24811858,1032493.134979,1844712.54117751,3099264.53915977,6.7,5.15809051456913
"44",2022-11-01,414,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,0,1,0,220414.162246349,507897.650399429,1022800.81960306,1827027.22795959,3063618.55739567,7.08,5.13329200247985
"45",2022-12-01,393,67.8,8065,85800,17.6689398636082,12634,74.1,4.6,1.3,12.4,2.4,50.2,56.2,"33305",0,0,0,0,0,0,0,0,0,0,0,1,221812.06976106,507769.400469678,1016457.94984543,1816470.27449295,3037310.07317946,6.49,4.87290762554247
"46",2021-10-01,46,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,1,0,0,158076.660680526,350136.228552483,811582.517646806,1097701.97751999,NA,3.01,2.01312910284464
"47",2021-11-01,48,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,0,1,0,161192.161512734,355892.676621246,824894.120445384,1123066.53805583,NA,3.14,2.10065645514223
"48",2021-12-01,51,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,0,0,1,163705.020269587,360817.386851165,840219.802387695,1149816.60836987,NA,3.1,2.23194748358862
"49",2022-01-01,54,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",1,0,0,0,0,0,0,0,0,0,0,0,165781.593015557,365200.571272729,857216.175411562,1176593.95248141,NA,3.11,2.36323851203501
"50",2022-02-01,59,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,1,0,0,0,0,0,0,0,0,0,0,168747.718523027,368893.002021228,884067.503604515,1217106.34045786,NA,3.55,2.58205689277899
"51",2022-03-01,62,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,1,0,0,0,0,0,0,0,0,0,172291.347335429,372754.696208734,917189.19338076,1265513.68660843,NA,3.89,2.71334792122538
"52",2022-04-01,64,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,1,0,0,0,0,0,0,0,0,176276.64282923,377322.862830511,954402.758667415,1319309.51406598,NA,4.67,2.80087527352298
"53",2022-05-01,68,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,1,0,0,0,0,0,0,0,180438.439896022,383861.82013262,987658.365117234,1366786.2607394,NA,5.1,2.97592997811816
"54",2022-06-01,71,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,1,0,0,0,0,0,0,184756.844446816,390664.142525963,1016274.0171226,1407527.84596881,NA,5.1,3.10722100656455
"55",2022-07-01,74,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,1,0,0,0,0,0,189754.535052766,397950.909429849,1042373.71559437,1446889.85661329,NA,5.7,3.23851203501094
"56",2022-08-01,76,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,1,0,0,0,0,194016.38379209,402882.525870467,1059744.95311801,1477760.49712682,NA,5.3,3.32603938730853
"57",2022-09-01,76,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,1,0,0,0,197045.21577519,405683.96887596,1067147.28230643,1499130.93764648,NA,5.66,3.32603938730853
"58",2022-10-01,77,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,1,0,0,198871.237626178,406140.580397821,1060649.37088028,1499935.29384202,NA,6.7,3.36980306345733
"59",2022-11-01,78,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,0,1,0,200663.493901727,406818.632142582,1052626.27793509,1494153.30643482,NA,7.08,3.41356673960613
"60",2022-12-01,76,73.2,2285,66367,19.3435448577681,3111,67.7,2.9,1,16.2,4.2,54.5,52.4,"33306",0,0,0,0,0,0,0,0,0,0,0,1,202605.091049586,408314.444663815,1045326.01349243,1484386.00071104,NA,6.49,3.32603938730853
"61",2021-10-01,268,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,1,0,0,199509.699250542,397771.433561442,787055.13036089,1175941.1072385,2439494.98575607,3.01,1.13065856642619
"62",2021-11-01,278,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,0,1,0,202706.833048118,403857.895295439,801786.944444755,1204173.42019076,2509208.20030153,3.14,1.17284731890478
"63",2021-12-01,289,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,0,0,1,206504.397219616,410497.034155846,818064.878632479,1233576.6367689,2586627.90712495,3.1,1.21925494663123
"64",2022-01-01,304,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",1,0,0,0,0,0,0,0,0,0,0,0,210890.775458973,418225.832659819,836469.283241767,1265213.73920818,2666433.64770139,3.11,1.28253807534911
"65",2022-02-01,319,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,1,0,0,0,0,0,0,0,0,0,0,215541.587291338,427141.638577963,860488.051718393,1310323.73611351,2757176.4470048,3.55,1.345821204067
"66",2022-03-01,341,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,1,0,0,0,0,0,0,0,0,0,219870.877996788,436430.334049176,888072.292237279,1366077.41357619,2856413.88901902,3.89,1.43863645951989
"67",2022-04-01,368,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,1,0,0,0,0,0,0,0,0,224417.916382528,447766.372573773,920550.907790794,1431411.02124007,2973753.0247243,4.67,1.55254609121208
"68",2022-05-01,392,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,1,0,0,0,0,0,0,0,229596.794552427,460385.533916757,952906.757209687,1496251.25323213,3103236.06689642,5.1,1.6537990971607
"69",2022-06-01,408,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,1,0,0,0,0,0,0,235324.731653749,473333.855690643,983749.161073928,1557121.48011847,3223371.74364824,5.1,1.72130110112644
"70",2022-07-01,422,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,1,0,0,0,0,0,241276.263390827,485217.1960874,1012610.49782582,1615936.71842868,3332212.74422772,5.7,1.78036535459646
"71",2022-08-01,422,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,1,0,0,0,0,245863.64906327,493185.188040706,1031482.49650326,1655260.58306649,3391146.17781512,5.3,1.78036535459646
"72",2022-09-01,430,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,1,0,0,0,248557.00355391,496996.767991331,1038692.89075293,1672593.89056248,3406346.90604905,5.66,1.81411635657934
"73",2022-10-01,442,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,1,0,0,249802.589607782,497502.594695843,1033257.46828572,1665276.34203168,3369349.6378677,6.7,1.86474285955364
"74",2022-11-01,438,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,0,1,0,251237.261723031,498312.250729973,1026384.703103,1654792.5847641,3328935.35778938,7.08,1.84786735856221
"75",2022-12-01,430,70.2,23703,73390,34.0252288739822,28428,70.1,2.7,2.5,15.2,5.9,56.5,53.2,"33308",0,0,0,0,0,0,0,0,0,0,0,1,253500.663852235,500578.303733511,1022839.39358072,1649161.05160332,3303481.07328976,6.49,1.81411635657934
"76",2021-10-01,47,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,1,0,0,144960.45260878,218937.189155513,362045.001485881,406356.037205152,NA,3.01,0.31123766637971
"77",2021-11-01,50,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,0,1,0,146763.627420719,221284.315559928,364671.973722415,410164.618739688,NA,3.14,0.331103900403947
"78",2021-12-01,54,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,0,0,1,148920.056676333,224283.452831004,368371.520793183,414736.459396065,NA,3.1,0.357592212436262
"79",2022-01-01,55,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",1,0,0,0,0,0,0,0,0,0,0,0,151747.809211661,227842.041053074,373475.322426321,420872.346320128,NA,3.11,0.364214290444341
"80",2022-02-01,56,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,1,0,0,0,0,0,0,0,0,0,0,155210.468030326,232410.574478255,380543.139731429,429603.854937794,NA,3.55,0.37083636845242
"81",2022-03-01,64,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,1,0,0,0,0,0,0,0,0,0,158999.438845545,237665.519488251,388408.170353342,439487.26129836,NA,3.89,0.423812992517052
"82",2022-04-01,67,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,1,0,0,0,0,0,0,0,0,163017.748056899,243344.584154643,396549.941705279,449497.65596442,NA,4.67,0.443679226541289
"83",2022-05-01,67,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,1,0,0,0,0,0,0,0,166877.449861611,248931.030134043,404108.959317607,458400.587449301,NA,5.1,0.443679226541289
"84",2022-06-01,71,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,1,0,0,0,0,0,0,170176.81476731,254025.246348972,410664.73058274,466428.850070838,NA,5.1,0.470167538573604
"85",2022-07-01,82,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,1,0,0,0,0,0,172982.144118401,258908.90662839,416432.230263332,474127.57375779,NA,5.7,0.543010396662473
"86",2022-08-01,92,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,1,0,0,0,0,175212.73150901,262712.161609063,420492.550939955,479880.378303268,NA,5.3,0.609231176743262
"87",2022-09-01,95,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,1,0,0,0,176935.098771426,265334.980598778,422625.015259547,482963.334626441,NA,5.66,0.629097410767499
"88",2022-10-01,103,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,1,0,0,177903.377635977,266815.847288204,422839.353969947,482824.176827465,NA,6.7,0.68207403483213
"89",2022-11-01,105,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,0,1,0,178850.292659263,268016.535064958,422288.754826422,481888.91173035,NA,7.08,0.695318190848288
"90",2022-12-01,103,58.6,15101,61898,6.8538507383617,40100,11,45.7,1.9,27.2,7.2,37,25.1,"33309",0,0,0,0,0,0,0,0,0,0,0,1,180312.475746913,269431.08164922,422155.6883686,481640.330160448,NA,6.49,0.68207403483213
"91",2021-10-01,126,45,27714,43007,10.7418633181785,73388,4.6,81.8,0.5,7.3,9.9,34.6,16.4,"33311",0,0,0,0,0,0,0,0,0,1,0,0,85837.3403748735,198383.696157542,292922.834517979,323239.200492897,334779.277543481,3.01,0.454643862307859
"92",2021-11-01,134,45,27714,43007,10.7418633181785,73388,4.6,81.8,0.5,7.3,9.9,34.6,16.4,"33311",0,0,0,0,0,0,0,0,0,0,1,0,87236.1633749743,199529.736744444,295099.861102753,326577.546801289,338426.966362677,3.14,0.483510139279786
